"GUID","Catalogusnummer","Beschrijving","notities","spatials","categorieen","Datering_vroegst","Datering_laatst","licentie","Auteursrechthouder","Vervaardiger","cxtwd_uitgdruk","Afmeting","Afmeting_2"
"D4A9FC383A55581282A9D4744A8888EF","150399","Gezicht op het N.S.-station Heerhugowaard te Heerhugowaard.","  ","","https://commons.wikimedia.org/wiki/Category:619_Heerhugowaard|https://commons.wikimedia.org/wiki/Category:Station_Heerhugowaard|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-11-1968","30-11-1968","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
