"GUID","Catalogusnummer","Beschrijving","notities","spatials","categorieen","Datering_vroegst","Datering_laatst","licentie","Auteursrechthouder","Vervaardiger","cxtwd_uitgdruk","Afmeting","Afmeting_2"
"E2F999419CA250B980DF58B863490DE0","154790","Gezicht op het rangeerterrein Watergraafsmeer van de N.S. te Amsterdam bij nacht.","  ","","","01-01-1949","31-12-1952","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
