"GUID","Catalogusnummer","Beschrijving","notities","spatials","categorieen","Datering_vroegst","Datering_laatst","licentie","Auteursrechthouder","Vervaardiger","cxtwd_uitgdruk","Afmeting","Afmeting_2"
"2E5B693C4A375D88B9A3FCCC383E0D3D","152550","Interieur van de hal in het N.S.-station Rotterdam D.P. te Rotterdam.","  ","","https://commons.wikimedia.org/wiki/Category:555_Rotterdam_CS|https://commons.wikimedia.org/wiki/Category:Rotterdam_Central_station|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-03-1936","31-03-1936","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"862FD5AD762953F8BD45E6B0281DB485","167494","Afbeelding van kolenwagen nr. NS 64800 (type GTMW (serie 63701-66540) van de N.S. op het emplacement te Maarn.","  ","","https://commons.wikimedia.org/wiki/Category:035_Lunetten-De_Haar_Aansluiting|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","16-07-1951","16-07-1951","CC BY 4.0","Nederlandse Spoorwegen","Gerdessen, D.C. (Nederlandse Spoorwegen), fotograaf",,"breedte 24 cm","hoogte 18 cm"
"84FD8C5626B0E1A6E0534701000AAF75","171961","Afbeelding van de reddingswerkzaamheden na de ontsporing van het electrische treinstel nr. 4224 (plan Z, ICM-3) van de N.S. te Hoofddorp.","  ","","https://commons.wikimedia.org/wiki/Category:133_Amsterdam_Riekerpolder-Warmond_(Schiphollijn)|https://commons.wikimedia.org/wiki/Category:Rail_transport_accidents_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","30-11-1992","30-11-1992","CC BY 4.0","Wiktor M. Podsada","Podsada, W.M., Fotograaf",,"breedte 23 cm","hoogte 17 cm"
"8E567903E2375C7BA630F48CB26D6A17","163613","Afbeelding van de binnenzijde van de 30-tons goederenwagen nr. 40001 van de N.S. op het emplacement te Eerbeek tijdens een demonstratie van dit nieuw type goederenwagen.","Afbeelding behoort tot de Collectie De Pater.  ","","https://commons.wikimedia.org/wiki/Category:209_Dieren-Apeldoorn_(Museumspoorlijn_VSM)|https://commons.wikimedia.org/wiki/Category:Freight|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","01-01-1946","31-12-1947","CC BY 4.0","Nederlandse Spoorwegen","Gerdessen, D.C. (Nederlandse Spoorwegen), fotograaf",,"breedte 23 cm","hoogte 17 cm"
"FCADF6F28CFB5CE187DD0301689B85AD","171219","Gezicht op het N.S.-station Utrecht Overvecht te Utrecht, met op de voorgrond de fietsenstalling.","NS fotonummer 22360.  ","","https://commons.wikimedia.org/wiki/Category:094_Utrecht_CS-Blauwkapel|https://commons.wikimedia.org/wiki/Category:Bicycle_parking_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Bicycles_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","07-11-1968","07-11-1968","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"C3533B7353965E4B8C53FA3F40966FCF","150226","Gezicht op het  N.S.-station te Deinum met fietsenstalling en 65+vlag ten behoeve van de  promotie van de zogenaamde 65+ kaart.","  ","","https://commons.wikimedia.org/wiki/Category:001_Harlingen_Haven-Leeuwarden|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1971","31-12-1971","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"B9828A228A255F9E8BB6C19AE3B130E8","163646","Gezicht vanuit het seinhuis Post III op het spoor langs de Handelskade te Amsterdam, met geheel op de achtergrond het goederenemplacement Rietlanden.  N.B. De afbeelding maakt deel uit van een serie foto's met betrekking tot de Spoorwegwerken te Amsterdam.","Afbeelding behoort tot de Collectie De Pater.  ","http://www.wikidata.org/entity/Q2552174","https://commons.wikimedia.org/wiki/Category:483_Amsterdam_Rietlanden|https://commons.wikimedia.org/wiki/Category:588_Amsterdam_Dijksgracht|https://commons.wikimedia.org/wiki/Category:Dijksgracht,_Amsterdam|https://commons.wikimedia.org/wiki/Category:Signal_boxes_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1934","31-12-1934","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 23 cm","hoogte 17 cm"
"9F4FAB05155D54E9B5DF25C9FDC1E717","154595","Gezicht op de stoomtram Alkmaar-Bergen aan Zee langs het perron van het station Bergen aan Zee.","  ","","","01-01-1930","31-12-1939","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"71C2A0079D5B55CA84469010A6D75769","153585","Gezicht op de opgang naar de Jeremiebrug te Utrecht met het S.S.-dienstgebouw (brugwachterswoning spoorbruggen Vaartsche Rijn).","  ","","https://commons.wikimedia.org/wiki/Category:531_Utrecht_CS|https://commons.wikimedia.org/wiki/Category:547_Lunetten_Aansluiting|https://commons.wikimedia.org/wiki/Category:Bridges_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Utrecht_Central_station","01-01-1930","31-12-1935","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"A1FF2ACF72DB5178968CAF8FF0705357","150035","Gezicht op het N.S.-station Almelo en het busstation te Almelo.","  ","","https://commons.wikimedia.org/wiki/Category:606_Almelo|https://commons.wikimedia.org/wiki/Category:Almelo_train_station|https://commons.wikimedia.org/wiki/Category:Buses_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","25-05-1964","25-05-1964","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 13 cm"
"3D15129845D850A2AE8F43543083D5AF","153892","Afbeelding van een tweevoudig aftakkingsvoorsein van de N.S. in de stand ""onveilig, langzaam rijden"".","  ","","","26-03-1940","26-03-1940","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"120E369A7F0D524990595F857F9A5CFF","157370","Afbeelding van een linksgeplaatst inrij-hoofdsein bij het goederenemplacement Feyenoord van de N.S. te Rotterdam met een machinist.","  ","","","01-01-1975","31-12-1980","CC BY 4.0","Het Utrechts Archief","Tappen, E., fotograaf",,"breedte 13 cm","hoogte 18 cm"
"38B746A39ACB5A41B7B7C1B29EAAC84F","152111","Interieur 2e klasse van het rijtuig B 4102 (plan W, serie 4101-4124) van de N.S. te Utrecht.","  ","","","28-09-1966","28-09-1966","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 13 cm"
"CE0F8A355FFD55E6A62487DCC08BD859","169207","Interieur van het N.S.-station Eindhoven te Eindhoven: uitgangscontrole.","N.S. fotonummer 17960.  ","","https://commons.wikimedia.org/wiki/Category:618_Eindhoven|https://commons.wikimedia.org/wiki/Category:Eindhoven_Central_station|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-08-1963","31-08-1963","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"E1A4244A27925FBDB3CEBEA20B03B87C","167052","Afbeelding van het rangeren met een bietentrein te Roosendaal, met rechts de diesel-electrische locomotief nr. 2409 (serie 2400/2500) van de N.S.","  ","","https://commons.wikimedia.org/wiki/Category:545_Roosendaal|https://commons.wikimedia.org/wiki/Category:Station_Roosendaal","01-10-1973","31-10-1973","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"hoogte 18 cm","breedte 18 cm"
"8F13A659C8555BCA8E99FD7D716A92F8","155241","Gezicht op het rangeerterrein te Susteren met links het seinhuis.","  ","","https://commons.wikimedia.org/wiki/Category:Signal_boxes_in_the_Netherlands","01-01-1918","31-12-1925","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"3A5C25DE24BE5522806EE46856E259BD","151064","Afbeelding van een electrisch treinstel mat. 1964 (plan T) van de N.S. ter hoogte van Leiden.","  ","","https://commons.wikimedia.org/wiki/Category:534_Leiden|https://commons.wikimedia.org/wiki/Category:Leiden_Central_station","01-07-1974","31-07-1974","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"59434ACE543C5601A7CEA8F5F388B5D2","150234","Gezicht op het N.S.-station Delft te Delft tijdens een verbouwing.","  ","","https://commons.wikimedia.org/wiki/Category:112_Den_Haag_HS-Schiedam-Rotterdam_West|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","24-07-1964","24-07-1964","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"47BF096C81875F37A87AAED8C805266A","171684","Gezicht op het emplacement Waalhaven-Zuid te Rotterdam, met een containertrein.","NS fotonummer 21927  ","","https://commons.wikimedia.org/wiki/Category:950_Rotterdam_Zuid_Goederen-Rotterdam_Maasvlakte|https://commons.wikimedia.org/wiki/Category:Shipping_containers_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","31-05-1968","31-05-1968","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 18 cm"
"1A9D06B800EF5ACFB6BC13659825A4D2","159878","Afbeelding van een passerende goederentrein onder een seinbrug van de N.S. op het Singelgrachtviaduct te Amsterdam.","  ","","https://commons.wikimedia.org/wiki/Category:525_Amsterdam_Singelgracht_Aansluiting|https://commons.wikimedia.org/wiki/Category:Freight|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-06-1964","30-06-1964","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"4FCC9147A66853EAA4D48DF320B87960","169969","Afbeelding van enkele collico's van de N.S. in de goederenloods te Hengelo.","NS fotonummer 16627.  ","","https://commons.wikimedia.org/wiki/Category:Skips_(container)","13-12-1961","13-12-1961","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"EAE61E8CBE4A522898775EFF14D9FD7B","171458","Afbeelding van een B 2-spoorrelais van de N.S. te Culemborg.  N.B. De foto maakt deel uit van een serie foto's met technische installaties van het seinwezen.","NS fotonummer 12810  ","","https://commons.wikimedia.org/wiki/Category:Electrical_engineering_by_country","12-09-1957","12-09-1957","CC0 1.0","Nederlandse Spoorwegen","Schaik, W.P.F.M. van (Nederlandse Spoorwegen), fotograaf",,"breedte 24 cm","hoogte 18 cm"
"9565C19C2E685E17A94B2EBBCE80E333","169000","Afbeelding van een houtboormachine type ""Matisa"" tijdens onderhoudswerkzaamheden aan de spoorlijn bij Sneek.","NS fotonummer 10251.  ","","https://commons.wikimedia.org/wiki/Category:008_Leeuwarden-Stavoren|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","05-04-1954","05-04-1954","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"6069B440580D5A89BCD8922C1B94A590","169079","Afbeelding van enkele ketelwagens voor het vervoer van zwavelzuur op het terrein van de zwavelzuurfabriek Ketjencat aan de Distelweg te Amsterdam Noord.","N.S. fotonummer 21413.  ","http://www.wikidata.org/entity/Q2539213","https://commons.wikimedia.org/wiki/Category:Transportation_of_hazardous_materials","01-01-1967","31-12-1967","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"D1B17E2FA4B755FC9C7A4F86CAB1E8E4","159391","Afbeelding van de rijtuigen nrs. B 5105 en B 5102 (mat. 1924, ""Blokkendozen"") als kantoor en personeelsverblijf bij de lijnwerkplaats van de N.S. te Leidschendam.","  ","","","27-04-1971","27-04-1971","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"45B60592A3EE5119B749B1F5274367CA","171012","Afbeelding van het storten van per trein aangevoerd zand bijTer Heijde ten behoeve van de versterking van de zeewering.","NS fotonummer 17437  ","","https://commons.wikimedia.org/wiki/Category:Construction_vehicles_in_the_Netherlands","23-04-1963","23-04-1963","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"C9D9D41426BB5C83A089F7B4350E53E1","164842","Gezicht op het N.S.-station Zevenaar te Zevenaar.","De afbeelding behoort tot de collectie De Pater. Zevenaar - Station. recto, l.o. ","","https://commons.wikimedia.org/wiki/Category:611_Zevenaar|https://commons.wikimedia.org/wiki/Category:Station_Zevenaar|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1932","31-12-1937","Publiek Domein 1.0",,,,"breedte 13 cm","hoogte 9 cm"
"BC51D794CB675769B6CF805FC7D51C84","153408","Afbeelding van wegwerkers tijdens hun werkzaamheden aan het spoor nabij Schiedam.","  ","","https://commons.wikimedia.org/wiki/Category:539_Schiedam-Rotterdam_West|https://commons.wikimedia.org/wiki/Category:Rail_transport_staff_from_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Station_Schiedam_Centrum","01-08-1964","31-08-1964","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"hoogte 13 cm","breedte 18 cm"
"F50FBB88944454B3BA14A3AA36FE1A97","163910","Gezicht op de restanten van de afgebrande goederenloods van de N.S. te Breda.","Afbeelding behoort tot de Collectie De Pater.  ","","","01-01-1950","31-12-1950","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 23 cm","hoogte 17 cm"
"DEB1FCB459725A0BBD6626EF4356E92B","151173","Afbeelding van twee diesel-electrisch treinstellen DE 3 (serie 11-50) van de N.S. op het emplacement te Utrecht.","  ","","https://commons.wikimedia.org/wiki/Category:531_Utrecht_CS|https://commons.wikimedia.org/wiki/Category:Utrecht_Central_station","01-01-1938","31-12-1938","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"29548B72E4755D35933173236CFD960E","150499","Gezicht op het N.S.-station Leiden te Leiden.","In 2002 vervaardigde afdruk van origineel negatief.  ","","https://commons.wikimedia.org/wiki/Category:534_Leiden|https://commons.wikimedia.org/wiki/Category:Leiden_Central_station|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-08-1977","31-08-1977","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 24 cm","hoogte 19 cm"
"40F2EF18CDD25276843B2D9D4A9774FD","153120","Gezicht op een deel van het perron met stationsnaamaanduiding van het N.S.station Hilversum N.O.S. te Hilversum.  N.B. De naam Hilversum N.O.S. is later gewijzigd in Hilversum Noord.","  ","","","01-01-1980","31-12-1982","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 10 cm","hoogte 15 cm"
"789DB81F45345C2B9180E4823E3824A2","156606","Afbeelding van het beeld op de Stationstunnel (zijde  Chr. Huygensweg) bij het N.S.-station 's-Hertogenbosch te 's-Hertogenbosch.","  ","","","01-01-1983","31-12-1983","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"21F16258C77258878250F902632EA30D","152119","Afbeelding van twee reizigers in een ligrijtuig uit de serie NS B 7001-7025 (plan N) (of electrisch treinstel mat. 1954, plan F ?) van de N.S. te Utrecht.","  ","","https://commons.wikimedia.org/wiki/Category:531_Utrecht_CS|https://commons.wikimedia.org/wiki/Category:Utrecht_Central_station","01-08-1958","31-08-1958","CC BY 4.0","Nederlandse Spoorwegen","Hessels, L. (Nederlandse Spoorwegen), fotograaf",,"breedte 13 cm","hoogte 18 cm"
"59FC1E8370B4570AA150DC030E7CF968","152597","Afbeelding van reizigers bij de loketten in de hal in het N.S.-station Rotterdam C.S. te Rotterdam.","  ","","","01-08-1969","31-08-1969","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 13 cm"
"926BA4517F9A5BE6A6391631D597804F","151939","Afbeelding van een conducteur in een electrisch treinstel mat. 1954 (plan P, serie 780-791) van de N.S.","  ","","https://commons.wikimedia.org/wiki/Category:Rail_transport_staff_from_the_Netherlands","01-10-1973","31-10-1973","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"9E44CF9BEB21564B845426C7DAA438A7","153632","Gezicht op de spoorbrug over het Kanaal door Zuid-Beveland bij Vlake.","NS fotonummer 9667  ","","https://commons.wikimedia.org/wiki/Category:127_Roosendaal-Vlissingen|https://commons.wikimedia.org/wiki/Category:Bridges_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","02-07-1953","02-07-1953","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"BDC2B468FE77586E866A68AC353B13C8","153114","Afbeelding van het electrische treinstel nr. 511 (mat. 1964, plan T) van de N.S. langs het perron van het N.S.-station Den Helder te Den Helder.","  ","","https://commons.wikimedia.org/wiki/Category:073_Den_Helder-Heerhugowaard|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","01-10-1967","31-10-1967","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"441CD8098BCC557DB73A722672A00687","153356","Afbeelding van een receptioniste van N.S. in de hal van het N.S.-station Rotterdam C.S. te Rotterdam.","  ","","https://commons.wikimedia.org/wiki/Category:555_Rotterdam_CS|https://commons.wikimedia.org/wiki/Category:Rail_transport_staff_from_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Rotterdam_Central_station","01-01-1971","31-12-1971","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"hoogte 18 cm","breedte 13 cm"
"B818E55066BC569EB9DFB80AD338CAA5","166517","Gezicht op de spoorwegovergang in de Herenstraat te Leiden.","  ","http://www.wikidata.org/entity/Q19249780","https://commons.wikimedia.org/wiki/Category:103_Alphen_aan_den_Rijn-Leiden|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","01-03-1961","31-03-1961","CC BY 4.0","Nederlandse Spoorwegen","Gerdessen, D.C. (Nederlandse Spoorwegen), fotograaf",,"hoogte 13 cm","breedte 18 cm"
"A208EF9472D35530968FDD6FC0432312","169223","Afbeelding van bezoekers van de Jaarbeurs te Utrecht die via een tijdelijke uitgang aan de westzijde het station via het dienstoverpad verlaten, terwijl een trein, bestaande uit electrische treinstellen mat. 1954 het overpad passeert.","N.S. fotonummer 18988.  ","","https://commons.wikimedia.org/wiki/Category:531_Utrecht_CS|https://commons.wikimedia.org/wiki/Category:Utrecht_Central_station","10-03-1965","10-03-1965","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"20F4218BBBAA5A02B36A129C52F3DCFC","150742","Gezicht op een parkeerplaats bij het N.S.-station Utrecht C.S. te Utrecht met op de voorgrond rechts een gedeelte van de voorgevel van hotel Du Commerce.","  ","","https://commons.wikimedia.org/wiki/Category:531_Utrecht_CS|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Utrecht_Central_station","01-10-1969","31-10-1969","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"D0714BF2C5BE595987AA321BEEA4F872","170919","Afbeelding van een Zwitserse koelwagen van Interfrigo op het emplacement te Venlo.","NS fotonummer 26683  ","","https://commons.wikimedia.org/wiki/Category:517_Venlo|https://commons.wikimedia.org/wiki/Category:Refrigerated_transport|https://commons.wikimedia.org/wiki/Category:Station_Venlo","01-10-1973","31-10-1973","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"B218AE71061D5E53B65B8FA92B12D796","169937","Afbeelding van een werknemer van de hoofdwerkplaats van de N.S. te Tilburg tijdens het afdraaien van een wiel in de wielendraaierij.","NS fotonummer 24930.  ","","https://commons.wikimedia.org/wiki/Category:902_Tilburg_Hoofdwerkplaats|https://commons.wikimedia.org/wiki/Category:Rail_transport_staff_from_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Railway_workshops_in_the_Netherlands","01-01-1971","31-12-1971","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"hoogte 13 cm","breedte 18 cm"
"9267BA4328825FF88A135E55D319504F","165506","Afbeelding van de opening van het nieuwe gebouw van het N.S.-station Akkrum te Akkrum, met links burgemeester J. Anker van Utingeradeel die aan hem overhandigde vrijvervoer biljetten doorgeeft aan enkele oudere echtparen uit Akkrum.","  ","","https://commons.wikimedia.org/wiki/Category:009_Meppel-Leeuwarden|https://commons.wikimedia.org/wiki/Category:Mayors_of_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Opening_ceremonies_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","17-08-1973","17-08-1973","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"B8072465A3F959A39A94A997E7B04396","165040","Gezicht op de verkeers- en spoorbrug over de IJssel te Zutphen.","De afbeelding behoort tot de collectie De Pater. Brug over de IJsel    Zutphen recto, o. ","","https://commons.wikimedia.org/wiki/Category:609_Zutphen|https://commons.wikimedia.org/wiki/Category:Bridges_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Station_Zutphen","01-01-1895","31-12-1905","Publiek Domein 1.0",,,,"hoogte 9 cm","breedte 13 cm"
"8E656A5D8AD55EDBA736BF7D12B859F6","171637","Afbeelding van de diesel-electrische locomotief nr. 2285 (serie 2200/2300) van de N.S. met een containertrein in de Westhaven te Amsterdam.","NS fotonummer 22799  ","","https://commons.wikimedia.org/wiki/Category:486_Amsterdam_Westhaven|https://commons.wikimedia.org/wiki/Category:Shipping_containers_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","14-10-1969","14-10-1969","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 18 cm"
"7EDE8B707BAC5C118F9A1E1F58CD5EAC","150253","Gezicht op het N.S.-station Driebergen-Zeist te Driebergen-Rijsenburg.","  ","","https://commons.wikimedia.org/wiki/Category:035_Lunetten-De_Haar_Aansluiting|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1971","31-12-1971","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"84FD8C5626F1E1A6E0534701000AAF75","171963","Afbeelding van de instructie van het loketpersoneel voor de nieuwe, gecomputeriseerde plaatskaartenmachine van de N.S.","  ","","https://commons.wikimedia.org/wiki/Category:Rail_transport_staff_from_the_Netherlands","01-01-1985","31-12-1990","CC BY 4.0","Wiktor M. Podsada","Podsada, W.M., Fotograaf",,"breedte 16 cm","hoogte 20 cm"
"D7A739162B21543DA34141D6D3834B43","151497","Gezicht op een seinbrug en emplacement gezien vanuit de machinistencabine van een rijdende stoomlocomotief uit de serie 3900 van de N.S.","  ","","","01-01-1929","31-12-1940","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"774CE6FDD09657318DF0EF5BA0844076","159735","Afbeelding van de voetbediening van de mobilofooninstallatie in de CRVL-post (Centrale Radio Verkeersleiding) in het N.S.-station Usquert te Usquert.  N.B. De CRVL werd op 29 oktober 1967 ingevoerd op het baanvak Sauwerd-Roodeschool, met een centrale post te Usquert. De CRVL-post te Usquert werd in 1969 naar het station te Groningen verplaatst. In september 1983 werd de CRVL vervangen door VCVL (Vereenvoudigde Centrale Verkeersleiding) naar aanleiding van het spoorwegongeval te Winsum op 25 juli 1980 (zie Atlantisnrs. 155782-155784).","  ","","https://commons.wikimedia.org/wiki/Category:200_Winsum-Roodeschool|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","23-11-1967","23-11-1967","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"308F9EC7C9A756B69BA78F6C25DB4297","163828","Afbeelding van de presentatie van de nieuwe reistijden per 15 mei 1949 (electrificatie baanvak Maastricht-Eindhoven) voor treinen vanaf het N.S.-station Maastricht","Afbeelding behoort tot de Collectie De Pater.  ","","","30-04-1949","30-04-1949","CC0 1.0","Nederlandse Spoorwegen","Schaik, W.P.F.M. van (Nederlandse Spoorwegen), fotograaf",,"breedte 17 cm","hoogte 17 cm"
"6AF69DC221E0569E85899C4EFA85BA9A","164018","Gezicht op de zuidelijke vleugel van het in aanbouw zijnde N.S.-station 's-Hertogenbosch te 's-Hertogenbosch.","Afbeelding behoort tot de Collectie De Pater.  ","","","02-04-1952","02-04-1952","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 23 cm","hoogte 17 cm"
"1EFC73737B3C5A1AB04B76CB5D0F3DE7","154688","Gezicht op de perronzijde en voetgangersbrug van het station Woerden van de Staatsspoorwegen te Woerden.","  ","","","01-01-1913","31-12-1913","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"1946D346C85D52A4AE9C8AF317416A59","164967","Gezicht op het viaduct over de spoorlijn ten oosten van Valkenburg, met op de achtergrond de perrons van de halte Oud Valkenburg.","De afbeelding behoort tot de collectie De Pater. Weg naar de Kluis   VALKENBURG recto, o. ","","https://commons.wikimedia.org/wiki/Category:070_Schin_op_Geul-Maastricht|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Viaducts_in_the_Netherlands","01-01-1920","31-12-1920","Publiek Domein 1.0",,,,"breedte 13 cm","hoogte 9 cm"
"BAB130088A4A5268B4EC03A7C8259EDF","156059","Afbeelding van een stenen reliëf aan de voorgevel van het Hoofdgebouw II (HGB II) van de N.S. aan het Moreelsepark te Utrecht, voorstellende de Electriciteit.","Gepubliceerd in: W. van Leeuwen & H. Romers, Een Spoor van Verbeelding. 150 Jaar Monumentale Kunst en Decoratie aan Nederlandse Stationsgebouwen (Zutphen 1988), 128.  ","http://www.wikidata.org/entity/Q2130788","","01-01-1983","31-12-1983","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"A4B945689BCE5F2CA10AFFEA14DCC932","150816","Gezicht op het N.S.-station Weert te Weert.","  ","","https://commons.wikimedia.org/wiki/Category:518_Weert|https://commons.wikimedia.org/wiki/Category:Station_Weert|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1957","31-12-1957","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 13 cm"
