"GUID","Catalogusnummer","Beschrijving","notities","spatials","categorieen","Datering_vroegst","Datering_laatst","licentie","Auteursrechthouder","Vervaardiger","cxtwd_uitgdruk","Afmeting","Afmeting_2"
"3DAD3B1FAB65522FB31533A1011A1905","152053","Afbeelding van een demonstratie van het uitladen van post bij het nieuwe motorpostrijtuig nr. 3001 (Plan mP) van de P.T.T. op het N.S.-station Arnhem te Arnhem.","Zie ook De Koppeling, nr. 127 (3 september 1965).  ","","https://commons.wikimedia.org/wiki/Category:508_Arnhem|https://commons.wikimedia.org/wiki/Category:Post_of_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Station_Arnhem_Centraal","27-08-1965","27-08-1965","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"6D70936A75BC543084A54F445CFD9870","153723","Interieur van het N.S.-station Sittard te Sittard: wachtkamer met restauratie.","  ","","https://commons.wikimedia.org/wiki/Category:553_Sittard|https://commons.wikimedia.org/wiki/Category:Restaurants_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Station_Sittard|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","15-09-1961","15-09-1961","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 13 cm"
"92C2F1FBF8BB5EC4855D256FF2012D94","153741","Interieur van het N.S.-station Zuidbroek te Zuidbroek: wachtkamer.","  ","","https://commons.wikimedia.org/wiki/Category:653_Zuidbroek|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-12-1970","31-12-1970","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"965CDC4590B1552C9DC316717D223E1C","165144","Gezicht op de perronzijde van het H.S.M.-station Apeldoorn te Apeldoorn.","De afbeelding behoort tot de collectie De Pater. Station Emplacement.    Apeldoorn recto, o. ","","https://commons.wikimedia.org/wiki/Category:608_Apeldoorn|https://commons.wikimedia.org/wiki/Category:Station_Apeldoorn|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1900","31-12-1905","Publiek Domein 1.0",,,,"breedte 13 cm","hoogte 9 cm"
"E8C3498BB710539AAD1B6F3FAA8621DC","150737","Gezicht op het N.S.-station Susteren te Susteren, kort voor de afbraak.","  ","","https://commons.wikimedia.org/wiki/Category:062_Sittard-Roermond|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-03-1975","31-03-1975","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"D31D4252391C5816A8548548AF9D0A20","153780","Gezicht op het koperen beeld ""Schilddrager van den Koning"" op het dak van het Koninklijk paviljoen van het N.S.-station Amsterdam C.S. te Amsterdam tijdens restauratie.","  ","","https://commons.wikimedia.org/wiki/Category:586_Amsterdam_CS|https://commons.wikimedia.org/wiki/Category:Amsterdam_Central_station|https://commons.wikimedia.org/wiki/Category:Sculptures_in_the_Netherlands","01-04-1967","30-04-1967","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 13 cm"
"242D9C818FC75893BC939E1FA4F9989D","153162","Afbeelding van het electrische treinstel nr. 359 (mat. 1954, plan M) van de N.S. langs het perron van het N.S-station Leeuwarden te Leeuwarden.","  ","","https://commons.wikimedia.org/wiki/Category:550_Leeuwarden|https://commons.wikimedia.org/wiki/Category:Station_Leeuwarden","20-11-1970","20-11-1970","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"717367CAE0A659059A332AC741BB3DD3","169928","Afbeelding van enkele werknemers van de hoofdwerkplaats van de N.S. te Tilburg.","NS fotonummer 24921.  ","","https://commons.wikimedia.org/wiki/Category:902_Tilburg_Hoofdwerkplaats|https://commons.wikimedia.org/wiki/Category:Railway_workshops_in_the_Netherlands","01-01-1971","31-12-1971","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"hoogte 13 cm","breedte 18 cm"
"8D664E842BBE50E6B7F1AED0DF2710DE","170241","Afbeelding van de plaatskaartenautomaat in de hal van het N.S.-station Rotterdam C.S. te Rotterdam.","  ","","https://commons.wikimedia.org/wiki/Category:555_Rotterdam_CS|https://commons.wikimedia.org/wiki/Category:Rotterdam_Central_station|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1968","31-12-1973","CC0 1.0",,"Spoorwegrecherche, fotograaf",,"breedte 17 cm","hoogte 12 cm"
"4C16B9BA68D05F108067FE699D1B1A4F","159870","Afbeelding van een goederentrein getrokken door een electrische locomotief uit de serie 1000 van de N.S. op het besneeuwde N.S.-station Utrecht C.S. te Utrecht.","  ","","https://commons.wikimedia.org/wiki/Category:531_Utrecht_CS|https://commons.wikimedia.org/wiki/Category:Freight|https://commons.wikimedia.org/wiki/Category:Utrecht_Central_station|https://commons.wikimedia.org/wiki/Category:Winter_in_the_Netherlands","17-01-1963","17-01-1963","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"9A7949732E8050CCABA5684FA9FB1990","168966","Gezicht op de spoorlijn nabij Weesp, met zig-zag dwarsliggers. N.B. Het spoor op betonblokken met zig-zag dwarsliggers was een ontwerp van ir. J.F. Deenik van WW4.","NS fotonummer 15126.  ","","https://commons.wikimedia.org/wiki/Category:541_Weesp_Aansluiting|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","19-01-1960","19-01-1960","CC BY 4.0","Nederlandse Spoorwegen","Hessels, L. (Nederlandse Spoorwegen), fotograaf",,"hoogte 18 cm","breedte 13 cm"
"27BBAA710318577CAAF2A9E2DE30CEAB","154269","Afbeelding van baanwerkers van de N.S. tijdens de werkzaamheden ten behoeve van de verzwaring van het baanvak Amsterdam - Utrecht, ter hoogte van Abcoude.","  ","","https://commons.wikimedia.org/wiki/Category:080_Amsterdam_Bijlmer-Nieuwersluis-Loenen|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","01-01-1947","31-12-1948","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"15FE414713B957BA9BC1F37DD004AA74","154251","Afbeelding van het beladen van open wagens van de N.S. met zand bij Zanderij Maarn te Maarn.","  ","","https://commons.wikimedia.org/wiki/Category:921_Maarn_Zanderij|https://commons.wikimedia.org/wiki/Category:Railway_workshops_in_the_Netherlands","01-08-1956","31-08-1956","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"4682BE2A4D435EF487DEB92D7CD568C1","171549","Afbeelding van de overslag van containers van rederij Sea-Land op de Europe Container Terminals (E.C.T.) in de Eemhaven te Rotterdam.","NS fotonummer 20349  ","","https://commons.wikimedia.org/wiki/Category:468_Rotterdam_Eemhaven|https://commons.wikimedia.org/wiki/Category:Shipping_containers_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-10-1966","31-10-1966","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 18 cm"
"5D08F8CC6877577DAFCEE5AA81D295F5","154487","Gezicht op de Katreinetoren van het N.S.-station Utrecht C.S. te Utrecht met op de voorgrond enkele streekbussen aan het streekbusstation.","  ","","","01-01-1978","31-12-1978","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"534ABD1C18C655589B53D43CB80CB41A","165130","Gezicht op de spoorwegovergang bij het H.S.M.-station Almelo te Almelo.","De afbeelding behoort tot de collectie De Pater. ""Tinto Novum"" Overweg, ALMELO. recto, r.o. ","","https://commons.wikimedia.org/wiki/Category:606_Almelo|https://commons.wikimedia.org/wiki/Category:Almelo_train_station","01-01-1900","31-12-1905","Publiek Domein 1.0",,,,"breedte 13 cm","hoogte 9 cm"
"EBEF6F0302B75AAAA2EDCCEA21BA1FCD","166918","Afbeelding van de kranslegging bij het monument voor tijdens de oorlog gevallen spoorwegpersoneel aan het Moreelsepark te Utrecht, tijdens dodenherdenking.","  ","http://www.wikidata.org/entity/Q2130788","https://commons.wikimedia.org/wiki/Category:Remembrance_of_the_Dead","04-05-1962","04-05-1962","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 18 cm"
"B8B0DE07D6B058E99C171141EA2CECAD","164228","Interieur van het tijdens de oorlog vernielde N.S.-station 's-Hertogenbosch te 's-Hertogenbosch: hal.","Afbeelding behoort tot de Collectie De Pater.  ","","","01-01-1945","31-12-1945","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 17 cm","hoogte 23 cm"
"89C7329AA30154969554F9FDDBBFE8B2","166562","Afbeelding van een goederentrein getrokken door twee diesel-electrische locomotieven uit de serie 2200/2300 van de N.S. te Nijmegen.","  ","","https://commons.wikimedia.org/wiki/Category:514_Nijmegen|https://commons.wikimedia.org/wiki/Category:Station_Nijmegen","08-11-1962","08-11-1962","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 24 cm","hoogte 18 cm"
"42BBA1224B385E17845B5D9641B5D3E1","165068","Afbeelding van de stoomlocomotief nr. 42 van de N.C.S. (serie 41-50, later serie 151-160 van de S.S. en serie 7000 van de N.S.) met een lokaaltrein te Utrecht.","De afbeelding behoort tot de collectie De Pater.  ","","https://commons.wikimedia.org/wiki/Category:531_Utrecht_CS|https://commons.wikimedia.org/wiki/Category:Utrecht_Central_station","01-01-1900","31-12-1910","Publiek Domein 1.0",,"Deetman, J.W., fotograaf",,"breedte 11 cm","hoogte 8 cm"
"C5012B7DE98C5E88AD2DA09064DD236F","169541","Afbeelding van twee wegwerkers van de N.S. tijdens het ontdooien van een vastgevroren wissel op het emplacement van het N.S.-station Utrecht C.S. te Utrecht.","NS fotonummer 15883  ","","https://commons.wikimedia.org/wiki/Category:531_Utrecht_CS|https://commons.wikimedia.org/wiki/Category:Rail_transport_staff_from_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Snow_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Utrecht_Central_station|https://commons.wikimedia.org/wiki/Category:Winter_in_the_Netherlands","27-02-1958","27-02-1958","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"F21F0598AB4B56258132A8DC324F3C9B","168182","Afbeelding van wintersporters tijdens het uitstappen uit de Bergland Expres (Den Haag - Innsbruck).","In 2008 gemaakte afdruk van origineel negatief.  ","","https://commons.wikimedia.org/wiki/Category:Tourism_in_the_Netherlands","01-01-1982","31-12-1982","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 18 cm"
"175D77EEFDFB5A808A2B0FDEC80740AF","160398","Gezicht op het H.S.M.-station Schiedam te Schiedam.","De foto behoort tot de collectie van de Stichting Spoor- en Tramwegverzamelingen.  ","","","01-01-1900","31-12-1915","Publiek Domein 1.0",,,,"breedte 14 cm","hoogte 9 cm"
"C57C448E0111542B993E02E1790F5FD5","169091","Afbeelding van de aanleg van een tijdelijke bouwplaats voor het aannemersbedrijf Fa. P.C. Zanen N.V. ten behoeve van de aanleg van Rijksweg 1 langs de spoorlijn te Stroe.","N.S. fotonummer 19501. Zie ook Rail Transport, december 1965, blz. 9: ""Europaweg komt er...met de trein"".  ","http://www.wikidata.org/entity/Q19468585","https://commons.wikimedia.org/wiki/Category:021_Barneveld_Noord-Apeldoorn|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","01-11-1965","30-11-1965","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"553A17097CF35972A00ECBE3324C2620","166303","Interieur van de Centrale Werkplaats van de N.S. te Utrecht: draaierij.","  ","","https://commons.wikimedia.org/wiki/Category:918_Utrecht_Werkplaats|https://commons.wikimedia.org/wiki/Category:Railway_workshops_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Workshops_in_the_Netherlands","01-01-1946","31-12-1946","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 24 cm","hoogte 16 cm"
"8E6E55D3310053F3A575A91C19348F26","150201","Gezicht vanaf het Stationsplein op het N.S.-station Culemborg te Culemborg.","  ","http://www.wikidata.org/entity/Q19546829","https://commons.wikimedia.org/wiki/Category:117_Lunetten-Geldermalsen|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1979","31-12-1981","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"D74F47FD66DB50B7B842D7371D9C406F","165159","Gezicht op het H.S.M.-station Barneveld-Voorthuizen te Barneveld.","De afbeelding behoort tot de collectie De Pater. STATION BARNEVELD - VOORTHUIZEN. recto, l.b. ","","https://commons.wikimedia.org/wiki/Category:612_Barneveld_Noord|https://commons.wikimedia.org/wiki/Category:Barneveld_Noord_railway_station","01-01-1905","31-12-1910","Publiek Domein 1.0",,,,"breedte 13 cm","hoogte 9 cm"
"BAC8C45840E950308720C4297CE8EC65","150861","Gezicht op het N.S.-station Zaltbommel te Zaltbommel.","  ","","https://commons.wikimedia.org/wiki/Category:046_Geldermalsen-'s-Hertogenbosch|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1980","31-12-1980","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"hoogte 10 cm","breedte 15 cm"
"26E2EA4DCF625B1AB848FFEA22754762","170997","Afbeelding van de opschriften op een ketelwagen van Shell Nederland Chemie N.V. voor het vervoer van Butadieen te Rotterdam.","NS fotonummer 26688  ","","https://commons.wikimedia.org/wiki/Category:Transportation_of_hazardous_materials","01-10-1973","31-10-1973","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"DD177C1AD46756E2B6D2C22D75A71A7E","153846","Afbeelding van de president-directeur ir. W. Hupkes van de Nederlandse Spoorwegen (met armband van de Nederlandse Binnenlandse Strijdkrachten) tijdens een toespraak, kort na de bevrijding.","  ","","","01-05-1945","31-05-1945","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"21CDD81FBF975BB6B9C0323DBEA643BB","162817","Afbeelding van een stoomlocomotief uit de serie 301-475 van de S.S. (later serie 1300/1400 van de N.S.) in de tuin van het Hotel De Hertenkamp  te Den Haag, na door een stootjuk te zijn gereden op het station Den Haag S.S. (achtergrond).","Afbeelding behoort tot de Collectie De Pater.  ","","","18-01-1902","18-01-1902","Publiek Domein 1.0",,,,"breedte 13 cm","hoogte 8 cm"
"A33ADC00AFE05F35BEBE699DE4A06EDB","154863","Gezicht op de grondwerkzaamheden ten behoeve van de aanleg van het rangeerterrein Kijfhoek bij Barendrecht.","  ","","","02-03-1966","02-03-1966","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"5B186948F9D25BAF811F1DCF01153B52","163524","Gezicht op de werkzaamheden ten behoeve van het herstel van de tijdens de oorlog vernielde spoorbrug over de Maas te Ravenstein.","Afbeelding behoort tot de Collectie De Pater.  ","","https://commons.wikimedia.org/wiki/Category:047_'s-Hertogenbosch-Nijmegen|https://commons.wikimedia.org/wiki/Category:Bridges_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","29-10-1945","29-10-1945","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 23 cm","hoogte 17 cm"
"87D07FFB877454B19BBFD9B86A5A1A15","153855","Afbeelding van een perronsein van de N.S.","lit. H.G. Hesselink, 150 jaar seinen voor treinen, p. 70, HUA NS K 125.  ","","","01-01-1930","31-12-1939","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"22818862C794562685D2BBC23A474BC0","153231","Gezicht op het noodperron van het N.S.-station Rotterdam Lombardijen te Rotterdam.","  ","","https://commons.wikimedia.org/wiki/Category:664_Rotterdam_Lombardijen|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","21-04-1964","21-04-1964","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"2403EED9D26058D4B9D53D17DE79EE16","157033","Afbeelding van herstelwerkzaamheden aan de spoorlijn bij Lage Zwaluwe, na de watersnoodramp.","  ","","https://commons.wikimedia.org/wiki/Category:625_Lage_Zwaluwe|https://commons.wikimedia.org/wiki/Category:Floods_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Station_Lage_Zwaluwe","16-02-1953","16-02-1953","CC0 1.0","Nederlandse Spoorwegen","Schaik, W.P.F.M. van (Nederlandse Spoorwegen), fotograaf",,"breedte 24 cm","hoogte 18 cm"
"DD30EE26FBC854F7BC390FE221C6A8AF","159329","Afbeelding van een werknemer van de hoofdwerkplaats van de N.S. te Amersfoort tijdens het (de)monteren van een buffer van een goederenwagen.","  ","","","01-08-1963","31-08-1963","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"9B1860157F8B5DE7851AD2AA799C3742","152671","Gezicht op de bouw van de spoorbrug over de Maas tussen Venlo en Blerick.","  ","","https://commons.wikimedia.org/wiki/Category:517_Venlo|https://commons.wikimedia.org/wiki/Category:Bridges_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Station_Venlo","01-01-1945","31-12-1950","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"BF69048E69F95DE981CA900CA6B9A9BB","159522","Afbeelding van een auto (Volkswagen kever) voor de autoslaaptrein naar Avignon op het perron van het N.S.-station Amsterdam Amstel te Amsterdam.","  ","","https://commons.wikimedia.org/wiki/Category:096_Amsterdam_Muiderpoort-Amsterdam_Duivendrecht|https://commons.wikimedia.org/wiki/Category:Automobiles_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","16-05-1962","16-05-1962","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"941D7A291CD35BB2986E1BB6F69B9CFA","151590","Afbeelding van de locomotor nr. 260 (serie200/300) van de N.S.","Reproduktie van een in 1938 gemaakte foto.  ","","","01-05-1938","31-05-1938","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"D99E6E5819055519B547F1387145CACF","160425","Afbeelding van de stoomlocomotief nr. 7103 (serie 7100) van de N.S. met een bovenleidingsmontagewagen te Susteren tijdens electrificatiewerkzaamheden.","Afbeelding behoort tot de Collectie De Pater.  ","","","01-01-1948","31-12-1948","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 8 cm","hoogte 12 cm"
"301BE722884B5EFD8474143B5BC4C689","167234","Interieur van de sproeitrein (onkruidbestrijdingstrein) van de N.S.","  ","","","04-05-1953","04-05-1953","CC0 1.0","Nederlandse Spoorwegen","Schaik, W.P.F.M. van (Nederlandse Spoorwegen), fotograaf",,"breedte 24 cm","hoogte 18 cm"
"AC2BA0B7D2445B42B30C3B2ADCE08B52","167142","Gezicht op de spoorlijn met bovenleidingsportalen nabij Ede (km. 78.6).","  ","","https://commons.wikimedia.org/wiki/Category:036_Ede-Wageningen-Arnhem|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","23-04-1953","23-04-1953","CC BY 4.0","Nederlandse Spoorwegen","Gerdessen, D.C. (Nederlandse Spoorwegen), fotograaf",,"breedte 24 cm","hoogte 18 cm"
"1342013705DE56A6B18782CE86F27138","151903","Afbeelding van het electrische treinstel nr. 405 (mat. 1964, plan V) van de N.S. bij de lijnwerkplaats te Leidschendam.","  ","","https://commons.wikimedia.org/wiki/Category:922_Leidschendam_Lijnwerkplaats|https://commons.wikimedia.org/wiki/Category:Railway_workshops_in_the_Netherlands","01-05-1966","31-05-1966","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"A762548A273050F3A0913AE36D8D2AF2","161730","Gezicht op het N.S.-station Hilversum te Hilversum.","Afbeelding behoort tot de Collectie De Pater. Hilversum, Station ","","https://commons.wikimedia.org/wiki/Category:528_Hilversum|https://commons.wikimedia.org/wiki/Category:Station_Hilversum|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1935","31-12-1940","Publiek Domein 1.0",,,,"breedte 14 cm","hoogte 9 cm"
"2C8174D0AC9B5825AE841C13DDCF7136","166069","Interieur van het N.S.-station Bodegraven te Bodegraven: wachtkamer.","  ","","https://commons.wikimedia.org/wiki/Category:102_Woerden-Alphen_aan_den_Rijn|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1967","31-12-1967","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 18 cm"
"7290D063CC0D53F8BEB800592C72F7CD","169398","Gezicht op de (gesloten) spoorwegovergang in de Bemmelseweg te Elst.","NS fotonummer 16940  ","http://www.wikidata.org/entity/Q18946045","https://commons.wikimedia.org/wiki/Category:510_Elst|https://commons.wikimedia.org/wiki/Category:Elst_train_station","23-07-1962","23-07-1962","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"84FE1C6F2BF0B36DE0534701000A5898","171978","Afbeelding van de bagagekluizen van het N.S.-station Amsterdam C.S. te Amsterdam.","  ","","https://commons.wikimedia.org/wiki/Category:586_Amsterdam_CS|https://commons.wikimedia.org/wiki/Category:Amsterdam_Central_station|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1990","31-12-1995","CC BY 4.0","Wiktor M. Podsada","Podsada, W.M., Fotograaf",,"breedte 23 cm","hoogte 17 cm"
"76293F2DB5C35378ABD07E080AC40127","162921","Gezicht op de kolenmijn Oranje Nassau I te Heerlen, met op de voorgrond het spoorwegemplacement.","Afbeelding behoort tot de Collectie De Pater.  ","","","01-01-1920","31-12-1924","Publiek Domein 1.0",,,,"breedte 13 cm","hoogte 8 cm"
"F61F0ACA7251575EA76D02971EC87E27","163054","Gezicht op het emplacement van het N.S.-station Rhenen te Rhenen.","Afbeelding behoort tot de Collectie De Pater  ","","","01-01-1939","31-12-1944","Publiek Domein 1.0",,,,"breedte 13 cm","hoogte 8 cm"
"AEBBE1CA820D523E830EECB89297F248","150273","Afbeelding van toren en een zijgevel van het N.S.-station Eindhoven te Eindhoven.","  ","","https://commons.wikimedia.org/wiki/Category:618_Eindhoven|https://commons.wikimedia.org/wiki/Category:Eindhoven_Central_station|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","16-04-1957","16-04-1957","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 13 cm"
"35EE3DD1958B57F89B02F123764DBB26","159983","Gezicht op de met AHOB's beveiligde spoorwegovergang aan de Tiberdreef/Mr. Tripkade te Utrecht.","  ","http://www.wikidata.org/entity/Q19351353","","01-04-1970","30-04-1970","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"hoogte 13 cm","breedte 18 cm"
"94BAF0F39DB256DAA5CC2232445383AB","166884","Afbeelding van president-directeur ir. F.Q. den Hollander van de N.S. tijdens de opening van het pension voor spoorwegpersoneel ""De Oase"" te Rotterdam Zuid, met links van Den Hollander ir. J. Lohmann en rechts drs. D.J. Wansink van de N.S.-directie.","  ","","https://commons.wikimedia.org/wiki/Category:915_Rotterdam_Feijenoord_Lijnwerkplaats|https://commons.wikimedia.org/wiki/Category:Opening_ceremonies_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Railway_workshops_in_the_Netherlands","01-05-1958","01-05-1958","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 24 cm","hoogte 18 cm"
"E0706899C1ED52B2B9ECD14BE9DB1E43","153008","Afbeelding van postkarren en een internationale posttrein langs het 2e perron van het N.S.-station Amsterdam C.S. te Amsterdam.","  ","","https://commons.wikimedia.org/wiki/Category:586_Amsterdam_CS|https://commons.wikimedia.org/wiki/Category:Amsterdam_Central_station|https://commons.wikimedia.org/wiki/Category:Post_of_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","09-02-1957","09-02-1957","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 13 cm"
"946AE0F7DE0B52DE98B067C487127D97","171254","Afbeelding van medewerkers van de firma Wavin te Hardenberg die onder grote publieke belangstelling drie 110 meter lange plastic buizen naar het station brengen voor transport naar Rotterdam.","NS fotonummer 15542. Zie ook Nieuw Spoor, oktober 1960, blz. 7: ""Dansen naar de Hardenbergse pijpen"" en Rail Transport, januari 1961, blz. 13 ""N.V. Wavin en Nederlandsche Spoorwegen breken records"".  ","","https://commons.wikimedia.org/wiki/Category:203_Mariënberg-Emmen|https://commons.wikimedia.org/wiki/Category:Flatbed_trucks|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","26-08-1960","26-08-1960","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"13D22CB65E7252D4A2FC27F8110A64E9","151074","Gezicht op een electrisch treinstel mat. 1964 (plan T) van de N.S. ter hoogte van Maartensdijk, met op de achtergrond ronde, betonnen bovenleidingsportalen.","  ","","https://commons.wikimedia.org/wiki/Category:095_Hilversum-Blauwkapel|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","01-01-1977","31-12-1977","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"4EE74E21987E56DE8FC094A4FADC9CAC","151912","Interieur van een coupé 1e klasse van het electrische treinstel nr. 501 (mat. 1964, plan TT ""Treinstel Toekomst"") van de N.S. te Arnhem.","  ","","","23-08-1961","23-08-1961","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"5E9A59FB315258D7AF2AE43CD333F405","167009","Afbeelding van het overladen van een melkketel van de Coöperatieve Zuivelfabriek Aurora te Opmeer van een platte goederenwagen naar een vrachtauto op de laad- en losplaats van het N.S.-station Obdam te Obdam.","  ","","https://commons.wikimedia.org/wiki/Category:216_Heerhugowaard-Hoorn|https://commons.wikimedia.org/wiki/Category:Flatbed_trucks|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","07-02-1961","07-02-1961","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 24 cm","hoogte 18 cm"
