"GUID","Catalogusnummer","Beschrijving","notities","spatials","categorieen","Datering_vroegst","Datering_laatst","licentie","Auteursrechthouder","Vervaardiger","cxtwd_uitgdruk","Afmeting","Afmeting_2"
"74767B5732C05C7D8CA591682D621E83","171067","Gezicht op de spoorwegovergang in de Linschoterweg (?) te Woerden, tijdens de opening van de spoorbomen en met enkele wachtende scholieren op de fiets.","  ","http://www.wikidata.org/entity/Q19328444","https://commons.wikimedia.org/wiki/Category:533_Woerden|https://commons.wikimedia.org/wiki/Category:Station_Woerden","13-09-1982","13-09-1982","CC BY 4.0","Het Utrechts Archief","Stellingwerff, J.J., fotograaf",,"breedte 17 cm","hoogte 12 cm"
