"GUID","Catalogusnummer","Beschrijving","notities","spatials","categorieen","Datering_vroegst","Datering_laatst","licentie","Auteursrechthouder","Vervaardiger","cxtwd_uitgdruk","Afmeting","Afmeting_2"
"988FD74AD61254DCB5DE912EEDEDDDCD","167295","Gezicht op het spoorviaduct over de Stationsweg te Leiden, met een trein getrokken door een electrische locomotief uit de serie 1200 van de N.S.","  ","http://www.wikidata.org/entity/Q19547268","https://commons.wikimedia.org/wiki/Category:534_Leiden|https://commons.wikimedia.org/wiki/Category:Leiden_Central_station|https://commons.wikimedia.org/wiki/Category:Viaducts_in_the_Netherlands","22-04-1953","22-04-1953","CC BY 4.0","Nederlandse Spoorwegen","Hessels, L. (Nederlandse Spoorwegen), fotograaf",,"breedte 24 cm","hoogte 18 cm"
